customerid;billing_date;monthlycharges;internetservice;onlinesecurity;onlinebackup;deviceprotection;techsupport;phone_lines;streaming
9dac0923a5d320bab2666af0d0fe7bb4;2023-01-31;20.05;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-02-28;20.05;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-03-31;20.05;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-04-30;24.06;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-05-31;24.06;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-06-30;24.06;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-07-31;24.06;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-08-31;24.06;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-09-30;24.06;No;No internet service;No internet service;No internet service;No internet service;1;No
9dac0923a5d320bab2666af0d0fe7bb4;2023-10-31;24.06;No;No internet service;No internet service;No internet service;No internet service;1;No
7a2efae914defcd92a23c800ba7b7101;2023-01-31;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-02-28;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-03-31;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-04-30;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-05-31;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-06-30;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-07-31;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-08-31;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-09-30;79.85;DSL;No;Yes;Yes;No;2;Yes
7a2efae914defcd92a23c800ba7b7101;2023-10-31;79.85;DSL;No;Yes;Yes;No;2;Yes
673e558ed03936f3bb80d6f14aaf42e5;2023-01-31;70.3;Fiber optic;No;No;No;No;1;No
673e558ed03936f3bb80d6f14aaf42e5;2023-02-28;70.3;Fiber optic;No;No;No;No;1;No
673e558ed03936f3bb80d6f14aaf42e5;2023-03-31;70.3;Fiber optic;No;No;No;No;1;No
673e558ed03936f3bb80d6f14aaf42e5;2023-04-30;70.3;Fiber optic;No;No;No;No;1;No
673e558ed03936f3bb80d6f14aaf42e5;2023-05-31;70.3;Fiber optic;No;No;No;No;1;No
673e558ed03936f3bb80d6f14aaf42e5;2023-06-30;70.3;Fiber optic;No;No;No;No;1;No
673e558ed03936f3bb80d6f14aaf42e5;2023-07-13;70.3;Fiber optic;No;No;No;No;1;No
884551df936b4fcdbf9a15d336cbbd8b;2023-01-31;79.35;Fiber optic;No;No;No;No;1;Yes
884551df936b4fcdbf9a15d336cbbd8b;2023-02-28;79.35;Fiber optic;No;No;No;No;1;Yes
884551df936b4fcdbf9a15d336cbbd8b;2023-03-31;79.35;Fiber optic;No;No;No;No;1;Yes
884551df936b4fcdbf9a15d336cbbd8b;2023-04-30;79.35;Fiber optic;No;No;No;No;1;Yes
884551df936b4fcdbf9a15d336cbbd8b;2023-05-31;79.35;Fiber optic;No;No;No;No;1;Yes
884551df936b4fcdbf9a15d336cbbd8b;2023-06-30;79.35;Fiber optic;No;No;No;No;1;Yes
884551df936b4fcdbf9a15d336cbbd8b;2023-07-31;79.35;Fiber optic;No;No;No;No;1;Yes
884551df936b4fcdbf9a15d336cbbd8b;2023-08-31;79.35;Fiber optic;No;No;No;No;1;Yes
884551df936b4fcdbf9a15d336cbbd8b;2023-09-23;79.35;Fiber optic;No;No;No;No;1;Yes
2e268811464310c08bd71c1692ad737d;2023-01-31;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-02-28;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-03-31;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-04-30;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-05-31;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-06-30;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-07-31;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-08-31;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-09-30;90.05;Fiber optic;No;No;Yes;No;2;Yes
2e268811464310c08bd71c1692ad737d;2023-10-31;90.05;Fiber optic;No;No;Yes;No;2;Yes
2b103ee285c19841568e90703a088f40;2023-01-31;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-02-28;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-03-31;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-04-30;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-05-31;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-06-30;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-07-31;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-08-31;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-09-30;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
2b103ee285c19841568e90703a088f40;2023-10-31;24.45;No;No internet service;No internet service;No internet service;No internet service;2;No
7dcbd0cefdccddd37a59830cc88e3d13;2023-01-31;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-02-28;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-03-31;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-04-30;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-05-31;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-06-30;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-07-31;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-08-31;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-09-30;59.95;DSL;Yes;No;Yes;Yes;0;Yes
7dcbd0cefdccddd37a59830cc88e3d13;2023-10-31;59.95;DSL;Yes;No;Yes;Yes;0;Yes
5e33bd40f9e35be176f299866cda0f32;2023-01-31;25.35;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-02-28;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-03-31;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-04-30;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-05-31;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-06-30;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-07-31;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-08-31;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-09-30;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
5e33bd40f9e35be176f299866cda0f32;2023-10-31;30.42;No;No internet service;No internet service;No internet service;No internet service;2;No
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-01-31;90.8;Fiber optic;No;No;No;No;1;Yes
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-02-28;90.8;Fiber optic;No;No;No;No;1;Yes
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-03-31;90.8;Fiber optic;No;No;No;No;1;Yes
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-04-30;90.8;Fiber optic;No;No;No;No;1;Yes
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-05-31;90.8;Fiber optic;No;No;No;No;1;Yes
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-06-30;90.8;Fiber optic;No;No;No;No;1;Yes
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-07-31;90.8;Fiber optic;No;No;No;No;1;Yes
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-08-31;90.8;Fiber optic;No;No;No;No;1;Yes
eeb4b8c63b9acf6f830bf6cad0d75a80;2023-09-18;90.8;Fiber optic;No;No;No;No;1;Yes
d58fa0b40cdc308938bc38125a824c11;2023-01-31;70.45;Fiber optic;No;No;No;No;1;No
d58fa0b40cdc308938bc38125a824c11;2023-02-28;70.45;Fiber optic;No;No;No;No;1;No
d58fa0b40cdc308938bc38125a824c11;2023-03-31;84.54;Fiber optic;No;No;No;No;1;No
d58fa0b40cdc308938bc38125a824c11;2023-04-30;84.54;Fiber optic;No;No;No;No;1;No
d58fa0b40cdc308938bc38125a824c11;2023-05-31;84.54;Fiber optic;No;No;No;No;1;No
d58fa0b40cdc308938bc38125a824c11;2023-06-30;84.54;Fiber optic;No;No;No;No;1;No
d58fa0b40cdc308938bc38125a824c11;2023-07-26;84.54;Fiber optic;No;No;No;No;1;No
68d2050008e70d4004b272e8c73d69f5;2023-01-31;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-02-28;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-03-31;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-04-30;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-05-31;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-06-30;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-07-31;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-08-31;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-09-30;34.3;DSL;No;Yes;Yes;No;0;No
68d2050008e70d4004b272e8c73d69f5;2023-10-31;34.3;DSL;No;Yes;Yes;No;0;No
115fa7b917fac732400bc3e285c1df15;2023-01-31;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-02-28;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-03-31;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-04-30;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-05-31;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-06-30;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-07-31;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-08-31;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-09-30;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
115fa7b917fac732400bc3e285c1df15;2023-10-31;105.05;Fiber optic;Yes;No;Yes;No;2;Yes
82295c21d245b3648b10cef1aeecfb9b;2023-01-31;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-02-28;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-03-31;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-04-30;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-05-31;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-06-30;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-07-31;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-08-31;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-09-30;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
82295c21d245b3648b10cef1aeecfb9b;2023-10-31;19.3;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-01-31;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-02-28;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-03-31;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-04-30;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-05-31;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-06-30;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-07-31;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-08-31;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-09-30;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
24675f6c6ad401c74c3786890249a087;2023-10-31;19.15;No;No internet service;No internet service;No internet service;No internet service;1;No
064420409b04f05b039e06d170fef4d8;2023-01-31;51.4;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-02-28;51.4;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-03-31;51.4;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-04-30;51.4;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-05-31;61.67999999999999;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-06-30;61.67999999999999;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-07-31;61.67999999999999;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-08-31;61.67999999999999;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-09-30;61.67999999999999;DSL;No;Yes;No;No;0;Yes
064420409b04f05b039e06d170fef4d8;2023-10-31;61.67999999999999;DSL;No;Yes;No;No;0;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-01-31;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-02-28;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-03-31;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-04-30;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-05-31;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-06-30;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-07-31;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-08-31;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-09-30;71.85;DSL;Yes;No;No;Yes;2;Yes
4e755e30c7b4aa89a4adcc31b0e7347d;2023-10-31;71.85;DSL;Yes;No;No;Yes;2;Yes
8611383e649ee0b1b59595843e7444bf;2023-01-31;75.4;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-02-28;75.4;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-03-31;75.4;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-04-30;75.4;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-05-31;75.4;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-06-30;75.4;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-07-31;90.48;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-08-31;90.48;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-09-30;90.48;Fiber optic;No;No;No;No;2;No
8611383e649ee0b1b59595843e7444bf;2023-10-31;90.48;Fiber optic;No;No;No;No;2;No
ba6de589b675011285f77580d0d53290;2023-01-31;49.7;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-02-28;49.7;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-03-31;49.7;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-04-30;49.7;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-05-31;59.64;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-06-30;59.64;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-07-31;59.64;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-08-31;59.64;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-09-30;59.64;DSL;Yes;No;No;No;1;No
ba6de589b675011285f77580d0d53290;2023-10-31;59.64;DSL;Yes;No;No;No;1;No
600fd6ee2e72284b7b5b51d9c14bf78b;2023-01-31;45.25;DSL;No;No;No;No;0;Yes
600fd6ee2e72284b7b5b51d9c14bf78b;2023-02-28;45.25;DSL;No;No;No;No;0;Yes
600fd6ee2e72284b7b5b51d9c14bf78b;2023-03-31;45.25;DSL;No;No;No;No;0;Yes
600fd6ee2e72284b7b5b51d9c14bf78b;2023-04-30;45.25;DSL;No;No;No;No;0;Yes
600fd6ee2e72284b7b5b51d9c14bf78b;2023-05-31;45.25;DSL;No;No;No;No;0;Yes
600fd6ee2e72284b7b5b51d9c14bf78b;2023-06-30;45.25;DSL;No;No;No;No;0;Yes
600fd6ee2e72284b7b5b51d9c14bf78b;2023-07-31;45.25;DSL;No;No;No;No;0;Yes
600fd6ee2e72284b7b5b51d9c14bf78b;2023-08-31;45.25;DSL;No;No;No;No;0;Yes
600fd6ee2e72284b7b5b51d9c14bf78b;2023-09-20;45.25;DSL;No;No;No;No;0;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-01-31;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-02-28;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-03-31;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-04-30;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-05-31;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-06-30;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-07-31;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-08-31;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-09-30;78.75;DSL;Yes;No;Yes;No;2;Yes
8d3f122834fbd81dd07bf373127d9a65;2023-10-31;78.75;DSL;Yes;No;Yes;No;2;Yes
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-01-31;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-02-28;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-03-31;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-04-30;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-05-31;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-06-30;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-07-31;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-08-31;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-09-30;81.6;Fiber optic;No;No;Yes;No;2;No
fdd4a0ac1fe0ea69e1e62f63ec53c829;2023-10-31;81.6;Fiber optic;No;No;Yes;No;2;No
f92ae87b9f283e43a2759fcd56308d04;2023-01-31;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-02-28;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-03-31;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-04-30;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-05-31;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-06-30;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-07-31;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-08-31;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-09-30;70.4;Fiber optic;No;No;No;No;1;No
f92ae87b9f283e43a2759fcd56308d04;2023-10-31;70.4;Fiber optic;No;No;No;No;1;No
2da09d57849e7597e98865ceead020a1;2023-01-31;75.8;Fiber optic;No;No;No;No;2;No
2da09d57849e7597e98865ceead020a1;2023-02-28;75.8;Fiber optic;No;No;No;No;2;No
2da09d57849e7597e98865ceead020a1;2023-03-31;75.8;Fiber optic;No;No;No;No;2;No
2da09d57849e7597e98865ceead020a1;2023-04-30;75.8;Fiber optic;No;No;No;No;2;No
2da09d57849e7597e98865ceead020a1;2023-05-31;75.8;Fiber optic;No;No;No;No;2;No
2da09d57849e7597e98865ceead020a1;2023-06-30;75.8;Fiber optic;No;No;No;No;2;No
2da09d57849e7597e98865ceead020a1;2023-07-31;75.8;Fiber optic;No;No;No;No;2;No
2da09d57849e7597e98865ceead020a1;2023-08-18;75.8;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-01-31;76.1;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-02-28;76.1;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-03-31;76.1;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-04-30;76.1;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-05-31;91.32;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-06-30;91.32;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-07-31;91.32;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-08-31;91.32;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-09-30;91.32;Fiber optic;No;No;No;No;2;No
ada517f6b0d79744c8582af744345628;2023-10-31;91.32;Fiber optic;No;No;No;No;2;No
31041f39bba66425764a90a60786499a;2023-01-31;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-02-28;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-03-31;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-04-30;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-05-31;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-06-30;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-07-31;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-08-31;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-09-30;94.0;Fiber optic;No;No;No;No;2;Yes
31041f39bba66425764a90a60786499a;2023-10-31;94.0;Fiber optic;No;No;No;No;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-01-31;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-02-28;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-03-31;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-04-30;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-05-31;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-06-30;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-07-31;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-08-31;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-09-30;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
9603a07adbe9800e53b058af8258c7dd;2023-10-31;103.95;Fiber optic;Yes;Yes;Yes;Yes;2;Yes
184f23eb108e55813466bfa1b3255a33;2023-01-31;19.95;No;No internet service;No internet service;No internet service;No internet service;1;No
184f23eb108e55813466bfa1b3255a33;2023-02-28;19.95;No;No internet service;No internet service;No internet service;No internet service;1;No
184f23eb108e55813466bfa1b3255a33;2023-03-31;19.95;No;No internet service;No internet service;No internet service;No internet service;1;No
184f23eb108e55813466bfa1b3255a33;2023-04-30;19.95;No;No internet service;No internet service;No internet service;No internet service;1;No
184f23eb108e55813466bfa1b3255a33;2023-05-31;19.95;No;No internet service;No internet service;No internet service;No internet service;1;No
184f23eb108e55813466bfa1b3255a33;2023-06-30;19.95;No;No internet service;No internet service;No internet service;No internet service;1;No
